,iox::measurement,time,altitude,avg_speed,car,class,distance,event,event_hours,latitude,longitude,messengerId,shortname,speed,team,teamnum
5206,telemetry,2025-08-24 07:29:34,239.0,87.86578317573435,INFINITE APOLLO,Challenger,702.2916791940501,BWSC2025,7.992777777777778,-17.30328,133.4449,0-3111210,Innoptus,99.03600270147184,08,8
5207,telemetry,2025-08-24 07:29:38,197.0,58.11166793101896,Apollo IX plus,Cruiser,493.59405055408274,BWSC2025,8.49388888888889,-15.55342,133.2086,0-3109322,Apollo,59.52692146901636,95,95
5208,telemetry,2025-08-24 07:29:38,161.0,46.30946140715015,CHA,Challenger,393.34741969662156,BWSC2025,8.49388888888889,-14.77048,132.87239,0-3192759,SNU,82.14360469280349,82,82
5209,telemetry,2025-08-24 07:29:44,125.0,18.84406329429871,Sun Sprite,Challenger,169.51281825626927,BWSC2025,8.995555555555555,-13.5827,131.45837,0-3111503,SASVA,-0.4957911736319561,42,42
5210,telemetry,2025-08-24 07:29:50,-103.0,35.03873849372937,AC001,Cruiser,315.25131661441503,BWSC2025,8.997222222222222,-14.48567,132.25748,0-4454064,Archimede,-16.55182428996295,24,24
5211,telemetry,2025-08-24 07:29:55,242.0,90.58542528675206,Nuna 13,Challenger,724.5575892033405,BWSC2025,7.998611111111112,-17.48859,133.50232,0-3178452,Brunel,101.03721531919382,03,3
5212,telemetry,2025-08-24 07:30:16,230.0,89.13936841360601,RED Discover,Challenger,713.1149473088481,BWSC2025,8.0,-17.39842,133.44962,0-3192758,Twente,86.09847671431935,21,21
5213,telemetry,2025-08-24 07:30:18,125.0,35.35531045129218,Dokkaebi 2,Challenger,318.1977940616296,BWSC2025,9.0,-14.47371,132.29134,0-3178440,SNU SOLO,38.74615891840383,57,57
5214,telemetry,2025-08-24 07:30:21,-103.0,74.12046986356019,Eclipse 12,Challenger,630.0239938402616,BWSC2025,8.5,-16.66411,133.3997,0-3178450,Eclipse,84.84261731088168,92,92
5215,telemetry,2025-08-24 07:30:27,185.0,40.440614409890124,Aurora,Challenger,343.74522248406606,BWSC2025,8.5,-14.56894,132.47772,0-3124418,Iron Lions,97.21072095703069,38,38
5216,telemetry,2025-08-24 07:31:04,215.0,42.545771832338474,H6,Challenger,361.639060574877,BWSC2025,8.5,-14.63974,132.62517,0-3110655,Halmstad,79.62400810457447,23,23
5217,telemetry,2025-08-24 07:31:27,203.0,58.32245032855417,Scewera,Challenger,495.74082779271043,BWSC2025,8.5,-15.57158,133.21518,0-3192755,Osaka,0.16997893353818286,78,78
5218,telemetry,2025-08-24 07:31:32,194.0,47.911913175486255,lux025,Challenger,407.25126199163316,BWSC2025,8.5,-14.83945,132.9744,0-3109324,TUfast,28.19098360506014,32,32
5219,telemetry,2025-08-24 07:32:04,239.0,88.30256825402076,INFINITE APOLLO,Challenger,706.420546032166,BWSC2025,8.0,-17.34032,133.44026,0-3111210,Innoptus,99.09280411478358,08,8
5220,telemetry,2025-08-24 07:32:07,203.0,58.09739673866142,Apollo IX plus,Cruiser,493.8278722786221,BWSC2025,8.5,-15.55548,133.20908,0-3109322,Apollo,5.64938394860252,95,95
5221,telemetry,2025-08-24 07:32:15,245.0,81.56828459270679,COVESTRO ÆTHON,Challenger,652.5462767416543,BWSC2025,8.0,-16.86172,133.42612,0-3190546,Sonnenwagen,106.37428705165894,07,7
5222,telemetry,2025-08-24 07:32:21,122.0,35.02816927899633,AC001,Cruiser,315.253523510967,BWSC2025,9.0,-14.4857,132.25749,0-4454064,Archimede,0.05261475223234799,24,24
5223,telemetry,2025-08-24 07:32:24,236.0,91.08123419389675,Nuna 13,Challenger,728.649873551174,BWSC2025,8.0,-17.52081,133.52122,0-3178452,Brunel,98.87398424295631,03,3
5224,telemetry,2025-08-24 07:32:31,248.0,62.01123402982242,Yata,Challenger,527.0954892534905,BWSC2025,8.5,-15.79218,133.37906,0-3193295,Wakayama,71.04835788300578,61,61
5225,telemetry,2025-08-24 07:32:48,-103.0,79.0258565627067,Eclipse 12,Challenger,632.2068525016535,BWSC2025,8.0,-16.67969,133.4122,0-3178450,Eclipse,53.457763136129316,92,92
5226,telemetry,2025-08-24 07:32:49,230.0,89.15018365243165,RED Discover,Challenger,713.2014692194532,BWSC2025,8.0,-17.39864,133.45081,0-3192758,Twente,2.035809661297475,21,21
5227,telemetry,2025-08-24 07:33:21,170.0,35.676482374693485,Dokkaebi 2,Challenger,321.08834137224136,BWSC2025,9.0,-14.48009,132.31734,0-3178440,SNU SOLO,56.86322578252597,57,57
5228,telemetry,2025-08-24 07:33:45,215.0,58.342448036716895,Sophie 8x,Cruiser,495.9108083120936,BWSC2025,8.5,-15.57339,133.21503,0-3191680,VTC,67.2036348630797,25,25
5229,telemetry,2025-08-24 07:33:46,209.0,65.8263426765648,Arvaker,Challenger,559.5239127508008,BWSC2025,8.5,-16.06235,133.4276,0-3110767,Chalmers,63.56867106046531,51,51
5230,telemetry,2025-08-24 07:33:46,242.0,79.04273724489799,Green IV,Challenger,632.3418979591839,BWSC2025,8.0,-16.68089,133.41254,0-3110774,Top Dutch,0.22982221007225545,06,6
5231,telemetry,2025-08-24 07:34:00,212.0,58.32240115500163,Scewera,Challenger,495.74040981751386,BWSC2025,8.5,-15.57152,133.21529,0-3192755,Osaka,-0.009834710507514981,78,78
5232,telemetry,2025-08-24 07:34:02,173.0,47.910881597824385,lux025,Challenger,407.2424935815073,BWSC2025,8.5,-14.83943,132.9743,0-3109324,TUfast,-0.21044184302081703,32,32
5233,telemetry,2025-08-24 07:34:14,125.0,37.88544065756169,SC4,Challenger,322.02624558927437,BWSC2025,8.5,-14.48158,132.32587,0-3110879,ANU,1.0780296400930638,41,41
5234,telemetry,2025-08-24 07:34:29,233.0,88.66700337401505,INFINITE APOLLO,Challenger,709.3360269921204,BWSC2025,8.0,-17.36655,133.43779,0-3111210,Innoptus,72.38435486783287,08,8
5235,telemetry,2025-08-24 07:34:40,197.0,58.32625359551094,Apollo IX plus,Cruiser,495.773155561843,BWSC2025,8.5,-15.57191,133.21518,0-3109322,Apollo,45.771371369902916,95,95
5236,telemetry,2025-08-24 07:34:41,257.0,82.12209300797775,COVESTRO ÆTHON,Challenger,656.976744063822,BWSC2025,8.0,-16.90169,133.42383,0-3190546,Sonnenwagen,109.24439972468339,07,7
5237,telemetry,2025-08-24 07:34:52,236.0,91.13390276420425,Nuna 13,Challenger,729.071222113634,BWSC2025,8.0,-17.52405,133.5233,0-3178452,Brunel,10.249019086865479,03,3
5238,telemetry,2025-08-24 07:34:55,212.0,62.34711903489785,Yata,Challenger,529.9505117966318,BWSC2025,8.5,-15.81711,133.38469,0-3193295,Wakayama,71.37556357853043,61,61
5239,telemetry,2025-08-24 07:35:13,128.0,37.88407752465156,SUNSWIFT 7,Cruiser,322.0146589595383,BWSC2025,8.5,-14.48152,132.32568,0-3110649,Sunswift,0.08728431063256455,11,11
5240,telemetry,2025-08-24 07:35:15,230.0,89.14983853227935,RED Discover,Challenger,713.1987082582348,BWSC2025,8.0,-17.39864,133.45076,0-3192758,Twente,-0.0680784957968508,21,21
5241,telemetry,2025-08-24 07:35:18,128.0,37.876138307030246,Dokkaebi 2,Challenger,321.9471756097571,BWSC2025,8.5,-14.48158,132.32504,0-3178440,SNU SOLO,26.425668846638054,57,57
5242,telemetry,2025-08-24 07:35:19,245.0,79.02720391778706,Eclipse 12,Challenger,632.2176313422965,BWSC2025,8.0,-16.6797,133.41243,0-3178450,Eclipse,0.25697898221617693,92,92
5243,telemetry,2025-08-24 07:35:23,191.0,53.674314516999395,Dust,Cruiser,456.23167339449486,BWSC2025,8.5,-15.2305,133.11279,0-3111211,DUST,0.05415677621575797,67,67
5244,telemetry,2025-08-24 07:35:34,245.0,80.57519566817638,NMS-1,Challenger,644.601565345411,BWSC2025,8.0,-16.79004,133.43022,0-3110817,Neumann,22.114467598275716,48,48
5245,telemetry,2025-08-24 07:36:12,254.0,79.04425255102043,Green IV,Challenger,632.3540204081635,BWSC2025,8.0,-16.681,133.41264,0-3110774,Top Dutch,0.2989097008653579,06,6
5246,telemetry,2025-08-24 07:36:14,206.0,65.8261326014019,Arvaker,Challenger,559.5221271119161,BWSC2025,8.5,-16.06235,133.42757,0-3110767,Chalmers,-0.04343445935786361,51,51
5247,telemetry,2025-08-24 07:36:17,197.0,58.34180955614393,Sophie 8x,Cruiser,495.9053812272234,BWSC2025,8.5,-15.57336,133.21498,0-3191680,VTC,-0.12853622060947,25,25
5248,telemetry,2025-08-24 07:36:30,176.0,47.91033783400593,lux025,Challenger,407.2378715890504,BWSC2025,8.5,-14.8394,132.97427,0-3109324,TUfast,-0.11242684354528677,32,32
5249,telemetry,2025-08-24 07:36:40,110.0,37.884877252635135,SC4,Challenger,322.0214566473986,BWSC2025,8.5,-14.48155,132.32574,0-3110879,ANU,-0.1180834983060403,41,41
5250,telemetry,2025-08-24 07:37:01,233.0,79.04273724489799,Tokai Challenger,Challenger,632.3418979591839,BWSC2025,8.0,-16.68089,133.41264,0-3109319,Tokai,0.26578165171681384,10,10
5251,telemetry,2025-08-24 07:37:02,152.0,47.375996240326536,CHA,Challenger,402.6959680427756,BWSC2025,8.5,-14.81969,132.93779,0-3192759,SNU,75.79904064449204,82,82
5252,telemetry,2025-08-24 07:37:02,227.0,88.66698887837404,INFINITE APOLLO,Challenger,709.3359110269923,BWSC2025,8.0,-17.36655,133.43777,0-3111210,Innoptus,-0.0027285912491446223,08,8
5253,telemetry,2025-08-24 07:37:07,200.0,58.34204814625281,Apollo IX plus,Cruiser,495.90740924314883,BWSC2025,8.5,-15.57332,133.2151,0-3109322,Apollo,3.2878452564694514,95,95
5254,telemetry,2025-08-24 07:37:14,227.0,82.39000267220902,COVESTRO ÆTHON,Challenger,659.1200213776722,BWSC2025,8.0,-16.92104,133.42241,0-3190546,Sonnenwagen,50.43005444353291,07,7
5255,telemetry,2025-08-24 07:37:18,245.0,79.03108042208511,Sune,Challenger,632.2486433766809,BWSC2025,8.0,-16.68008,133.41225,0-3111495,JUST,0.02176478193538649,46,46
5256,telemetry,2025-08-24 07:37:22,236.0,91.13354858164261,Nuna 13,Challenger,729.0683886531409,BWSC2025,8.0,-17.52402,133.5233,0-3178452,Brunel,-0.06800305183423916,03,3
5257,telemetry,2025-08-24 07:37:25,215.0,62.689445984421525,Yata,Challenger,532.860290867583,BWSC2025,8.5,-15.84045,133.39696,0-3193295,Wakayama,69.83469770282954,61,61
5258,telemetry,2025-08-24 07:37:43,125.0,37.885419925195684,SUNSWIFT 7,Cruiser,322.02606936416333,BWSC2025,8.5,-14.48151,132.32579,0-3110649,Sunswift,0.27384971100127586,11,11
5259,telemetry,2025-08-24 07:37:44,227.0,89.14983853227935,RED Discover,Challenger,713.1987082582348,BWSC2025,8.0,-17.39864,133.45076,0-3192758,Twente,0.0,21,21
5260,telemetry,2025-08-24 07:37:47,125.0,37.87601377331428,Dokkaebi 2,Challenger,321.94611707317137,BWSC2025,8.5,-14.48158,132.32503,0-3178440,SNU SOLO,-0.025575380594842045,57,57
5261,telemetry,2025-08-24 07:37:51,119.0,35.02812469522761,AC001,Cruiser,315.2531222570485,BWSC2025,9.0,-14.48569,132.25749,0-4454064,Archimede,-0.0043773154743576015,24,24
5262,telemetry,2025-08-24 07:37:51,182.0,53.67505472207227,Dust,Cruiser,456.23796513761425,BWSC2025,8.5,-15.23056,133.11279,0-3111211,DUST,0.15304240020140167,67,67
5263,telemetry,2025-08-24 07:37:54,170.0,32.87476191214258,Lumen III,Challenger,295.8728572092832,BWSC2025,9.0,-14.35587,132.13837,0-3109318,AUSRT,83.42264747514247,09,9
5264,telemetry,2025-08-24 07:38:06,245.0,81.07605968368482,NMS-1,Challenger,648.6084774694785,BWSC2025,8.0,-16.82619,133.42816,0-3110817,Neumann,94.90055030686246,48,48
5265,telemetry,2025-08-24 07:38:22,221.0,79.02573033392103,Eclipse 12,Challenger,632.2058426713683,BWSC2025,8.0,-16.67963,133.41232,0-3178450,Eclipse,-0.23190828055554508,92,92
5266,telemetry,2025-08-24 07:38:34,194.0,43.77678385966746,H6,Challenger,372.10266280717343,BWSC2025,8.5,-14.68512,132.70291,0-3110655,Halmstad,83.70881785837128,23,23
5267,telemetry,2025-08-24 07:38:41,239.0,79.04356377551021,Green IV,Challenger,632.3485102040817,BWSC2025,8.0,-16.68095,133.4126,0-3110774,Top Dutch,-0.13313244761433599,06,6
5268,telemetry,2025-08-24 07:38:42,188.0,58.35103181994467,Sophie 8x,Cruiser,495.9837704695297,BWSC2025,8.5,-15.57431,133.21468,0-3191680,VTC,1.9462156710526335,25,25
5269,telemetry,2025-08-24 07:38:45,206.0,65.82601825014338,Arvaker,Challenger,559.5211551262187,BWSC2025,8.5,-16.06232,133.4276,0-3110767,Chalmers,-0.023173168945757557,51,51
5270,telemetry,2025-08-24 07:39:07,233.0,79.0425994897959,Tokai Challenger,Challenger,632.3407959183672,BWSC2025,8.0,-16.68088,133.41264,0-3109319,Tokai,-0.03148688047726214,10,10
5271,telemetry,2025-08-24 07:39:10,101.0,37.88485821149266,SC4,Challenger,322.02129479768763,BWSC2025,8.5,-14.48154,132.32574,0-3110879,ANU,-0.0038843930637995072,41,41
5272,telemetry,2025-08-24 07:39:29,254.0,79.0310173076923,Sune,Challenger,632.2481384615384,BWSC2025,8.0,-16.68005,133.41231,0-3111495,JUST,-0.013875530634364443,46,46
5273,telemetry,2025-08-24 07:39:31,146.0,47.75392606102336,CHA,Challenger,405.9083715186985,BWSC2025,8.5,-14.8316,132.96484,0-3192759,SNU,77.61511753907774,82,82
5274,telemetry,2025-08-24 07:39:31,230.0,88.66672723205396,INFINITE APOLLO,Challenger,709.3338178564317,BWSC2025,8.0,-17.36653,133.43779,0-3111210,Innoptus,-0.050573248445716486,08,8
5275,telemetry,2025-08-24 07:39:44,254.0,82.39000742280284,COVESTRO ÆTHON,Challenger,659.1200593824227,BWSC2025,8.0,-16.92104,133.42242,0-3190546,Sonnenwagen,0.0009121140128627303,07,7
5276,telemetry,2025-08-24 07:39:51,242.0,91.13390276420425,Nuna 13,Challenger,729.071222113634,BWSC2025,8.0,-17.52405,133.5233,0-3178452,Brunel,0.06845944815527431,03,3
5277,telemetry,2025-08-24 07:39:53,221.0,62.97157045203691,Yata,Challenger,535.2583488423137,BWSC2025,8.5,-15.86055,133.40494,0-3193295,Wakayama,58.331139925882006,61,61
5278,telemetry,2025-08-24 07:40:01,194.0,58.34321211313915,Apollo IX plus,Cruiser,495.9173029616828,BWSC2025,8.5,-15.57335,133.21524,0-3109322,Apollo,0.20469762484112677,95,95
5279,telemetry,2025-08-24 07:40:12,137.0,37.88518191091479,SUNSWIFT 7,Cruiser,322.0240462427757,BWSC2025,8.5,-14.48145,132.32578,0-3110649,Sunswift,-0.04888078520499959,11,11
5280,telemetry,2025-08-24 07:40:17,128.0,37.87646743185098,Dokkaebi 2,Challenger,321.94997317073336,BWSC2025,8.5,-14.48161,132.32506,0-3178440,SNU SOLO,0.09254634148783225,57,57
5281,telemetry,2025-08-24 07:40:21,173.0,53.677645439827245,Dust,Cruiser,456.25998623853155,BWSC2025,8.5,-15.23077,133.11279,0-3111211,DUST,0.528506422015198,67,67
5282,telemetry,2025-08-24 07:40:28,203.0,42.41783192481715,Aurora,Challenger,360.5515713609458,BWSC2025,8.5,-14.63478,132.61646,0-3124418,Iron Lions,100.67030941225791,38,38
5283,telemetry,2025-08-24 07:40:32,242.0,81.08438999782324,NMS-1,Challenger,648.6751199825859,BWSC2025,8.0,-16.8268,133.42825,0-3110817,Neumann,1.6432400492224228,48,48
5284,telemetry,2025-08-24 07:41:14,182.0,58.35595442115088,Sophie 8x,Cruiser,496.02561257978243,BWSC2025,8.5,-15.57463,133.21489,0-3191680,VTC,0.9909973480909839,25,25
5285,telemetry,2025-08-24 07:41:33,233.0,79.04273724489799,Tokai Challenger,Challenger,632.3418979591839,BWSC2025,8.0,-16.68089,133.41264,0-3109319,Tokai,0.027173609179007057,10,10
5286,telemetry,2025-08-24 07:42:00,155.0,47.907787447651096,CHA,Challenger,407.2161933050343,BWSC2025,8.5,-14.83949,132.97386,0-3192759,SNU,31.598378730261125,82,82
5287,telemetry,2025-08-24 07:42:06,200.0,58.343966108289436,Apollo IX plus,Cruiser,495.9237119204602,BWSC2025,8.5,-15.57339,133.21529,0-3109322,Apollo,0.18457801278909755,95,95
5288,telemetry,2025-08-24 07:42:16,260.0,82.39015944180521,COVESTRO ÆTHON,Challenger,659.1212755344417,BWSC2025,8.0,-16.92105,133.42245,0-3190546,Sonnenwagen,0.028803600449272812,07,7
5289,telemetry,2025-08-24 07:42:22,200.0,62.97058088204758,Yata,Challenger,535.2499374974044,BWSC2025,8.5,-15.86047,133.40494,0-3193295,Wakayama,-0.20322712532515347,61,61
5290,telemetry,2025-08-24 07:42:40,140.0,37.88514382862985,SUNSWIFT 7,Cruiser,322.0237225433537,BWSC2025,8.5,-14.48143,132.32578,0-3110649,Sunswift,-0.00787376972391792,11,11
5291,telemetry,2025-08-24 07:42:46,140.0,37.881840172166285,Dokkaebi 2,Challenger,321.99564146341345,BWSC2025,8.5,-14.48143,132.32553,0-3178440,SNU SOLO,1.10339499092837,57,57
5292,telemetry,2025-08-24 07:42:49,134.0,33.81382447872034,Lumen III,Challenger,304.32442030848307,BWSC2025,9.0,-14.40631,132.18968,0-3109318,AUSRT,103.13771917667624,09,9
5293,telemetry,2025-08-24 07:42:57,206.0,42.67114520928484,Aurora,Challenger,362.70473427892114,BWSC2025,8.5,-14.64456,132.63373,0-3124418,Iron Lions,52.02272821953868,38,38
5294,telemetry,2025-08-24 07:43:05,257.0,81.08491923160646,NMS-1,Challenger,648.6793538528517,BWSC2025,8.0,-16.82684,133.42828,0-3110817,Neumann,0.09962047684252062,48,48
5295,telemetry,2025-08-24 07:43:32,194.0,44.60238201087685,H6,Challenger,379.1202470924532,BWSC2025,8.5,-14.7045,132.76495,0-3110655,Halmstad,84.77618599666849,23,23
5296,telemetry,2025-08-24 07:43:40,188.0,58.35602288979122,Sophie 8x,Cruiser,496.0261945632254,BWSC2025,8.5,-15.57455,133.21506,0-3191680,VTC,0.014350276675274585,25,25
5297,telemetry,2025-08-24 07:44:31,164.0,47.908066031900994,CHA,Challenger,407.2185612711584,BWSC2025,8.5,-14.83945,132.97394,0-3192759,SNU,0.056454821501665114,82,82
5298,telemetry,2025-08-24 07:44:50,191.0,62.97050169855383,Yata,Challenger,535.2492644377076,BWSC2025,8.5,-15.86047,133.40492,0-3193295,Wakayama,-0.016371722355833715,61,61
5299,telemetry,2025-08-24 07:45:19,176.0,53.75543693232725,Dust,Cruiser,456.9212139247816,BWSC2025,8.5,-15.23642,133.11505,0-3111211,DUST,7.987985471477381,67,67
5300,telemetry,2025-08-24 07:46:12,191.0,58.35374788269741,Sophie 8x,Cruiser,496.00685700292803,BWSC2025,8.5,-15.57407,133.21562,0-3191680,VTC,-0.45799484914763716,25,25
5301,telemetry,2025-08-24 07:46:56,161.0,47.918018358890556,CHA,Challenger,407.3031560505697,BWSC2025,8.5,-14.83928,132.9754,0-3192759,SNU,2.1002841784875583,82,82
5302,telemetry,2025-08-24 07:47:15,209.0,62.97082827454492,Yata,Challenger,535.2520403336318,BWSC2025,8.5,-15.86049,133.40494,0-3193295,Wakayama,0.06891879536161813,61,61
5303,telemetry,2025-08-24 07:47:48,185.0,53.75723396710538,Dust,Cruiser,456.93648872039574,BWSC2025,8.5,-15.23654,133.11516,0-3111211,DUST,0.3690554645021889,67,67
5304,telemetry,2025-08-24 07:47:56,224.0,42.66996276481933,Aurora,Challenger,362.6946835009643,BWSC2025,8.5,-14.64458,132.63361,0-3124418,Iron Lions,-0.1210127111861398,38,38
5305,telemetry,2025-08-24 07:48:31,182.0,45.410858012170316,H6,Challenger,385.9922931034477,BWSC2025,8.5,-14.72543,132.82458,0-3110655,Halmstad,82.74035330963272,23,23
5306,telemetry,2025-08-24 07:48:41,194.0,58.35339755848842,Sophie 8x,Cruiser,496.00387924715153,BWSC2025,8.5,-15.57407,133.21556,0-3191680,VTC,-0.07194577715030476,25,25
5307,telemetry,2025-08-24 07:49:28,161.0,47.92670752647673,CHA,Challenger,407.37701397505225,BWSC2025,8.5,-14.83963,132.97604,0-3192759,SNU,1.7492666324808457,82,82
5308,telemetry,2025-08-24 07:49:44,215.0,62.97112017979715,Yata,Challenger,535.2545215282757,BWSC2025,8.5,-15.86052,133.40492,0-3193295,Wakayama,0.05994832696685244,61,61
5309,telemetry,2025-08-24 07:51:10,188.0,58.35339755848842,Sophie 8x,Cruiser,496.00387924715153,BWSC2025,8.5,-15.57407,133.21556,0-3191680,VTC,0.0,25,25
5310,telemetry,2025-08-24 07:51:57,155.0,47.92788706117483,CHA,Challenger,407.38704001998605,BWSC2025,8.5,-14.83978,132.976,0-3192759,SNU,0.24224001182324018,82,82
5311,telemetry,2025-08-24 07:55:18,206.0,62.970645078834785,Yata,Challenger,535.2504831700957,BWSC2025,8.5,-15.86052,133.4048,0-3193295,Wakayama,-0.04352721391705655,61,61
5312,telemetry,2025-08-24 07:56:54,158.0,47.926985041157316,CHA,Challenger,407.3793728498372,BWSC2025,8.5,-14.83969,132.976,0-3192759,SNU,-0.0929353957438004,82,82
5313,telemetry,2025-08-24 07:57:45,182.0,53.75586837507884,Dust,Cruiser,456.92488118817016,BWSC2025,8.5,-15.23645,133.11507,0-3111211,DUST,-0.06999516919949196,67,67
5314,telemetry,2025-08-24 08:00:10,215.0,62.97113494282141,Yata,Challenger,535.254647013982,BWSC2025,8.5,-15.86055,133.40483,0-3193295,Wakayama,0.05133506161213244,61,61
5315,telemetry,2025-08-24 08:00:17,176.0,53.755939638850634,Dust,Cruiser,456.9254869302304,BWSC2025,8.5,-15.23645,133.1151,0-3111211,DUST,0.0143465224798128,67,67
5316,telemetry,2025-08-24 08:00:54,113.0,35.35721567829492,SUNSWIFT 7,Cruiser,318.2149411046543,BWSC2025,9.0,-14.47389,132.29146,0-3110649,Sunswift,-12.533467257146054,11,11
5317,telemetry,2025-08-24 08:00:58,227.0,79.0306358772316,Sune,Challenger,632.2450870178528,BWSC2025,8.0,-16.68002,133.41231,0-3111495,JUST,-0.008522263202426699,46,46
5318,telemetry,2025-08-24 08:02:39,194.0,62.970763854075415,Yata,Challenger,535.251492759641,BWSC2025,8.5,-15.86052,133.40483,0-3193295,Wakayama,-0.07621017199693254,61,61
5319,telemetry,2025-08-24 08:02:43,194.0,53.75584996527115,Dust,Cruiser,456.9247247048048,BWSC2025,8.5,-15.23643,133.11517,0-3111211,DUST,-0.01879459953542745,67,67
5320,telemetry,2025-08-24 08:03:27,221.0,79.03009528873712,Sune,Challenger,632.2407623098969,BWSC2025,8.0,-16.67999,133.41228,0-3111495,JUST,-0.10448958819629815,46,46
5321,telemetry,2025-08-24 08:05:04,203.0,62.97014537283208,Yata,Challenger,535.2462356690727,BWSC2025,8.5,-15.86047,133.40483,0-3193295,Wakayama,-0.13052086928210285,61,61
5322,telemetry,2025-08-24 08:05:32,188.0,58.35160435219523,Apollo IX plus,Cruiser,495.98863699365944,BWSC2025,8.5,-15.5744,133.2146,0-3109322,Apollo,0.16623774076613862,95,95
5323,telemetry,2025-08-24 08:06:56,245.0,79.03600974763059,Unlimited 6.0,Challenger,632.2880779810447,BWSC2025,8.0,-16.68033,133.41258,0-3111135,Western Sydney,0.061599209745729716,15,15
5324,telemetry,2025-08-24 08:07:33,209.0,62.96997224282036,Yata,Challenger,535.2447640639731,BWSC2025,8.5,-15.86044,133.40488,0-3193295,Wakayama,-0.035555559453320444,61,61
5325,telemetry,2025-08-24 08:08:15,194.0,58.35490302847068,Sophie 8x,Cruiser,496.01667574200076,BWSC2025,8.5,-15.57417,133.21562,0-3191680,VTC,0.04494378678752649,25,25
5326,telemetry,2025-08-24 08:08:51,185.0,19.580676260122736,Sun Sprite,Challenger,176.22608634110463,BWSC2025,9.0,-13.59021,131.49991,0-3111503,SASVA,10.297300854455607,42,42
5327,telemetry,2025-08-24 08:10:06,203.0,62.97014537283208,Yata,Challenger,535.2462356690727,BWSC2025,8.5,-15.86047,133.40483,0-3193295,Wakayama,0.03462600234342972,61,61
5328,telemetry,2025-08-24 08:10:29,197.0,58.352342805384055,Apollo IX plus,Cruiser,495.9949138457645,BWSC2025,8.5,-15.5741,133.21532,0-3109322,Apollo,0.07608305581856477,95,95
5329,telemetry,2025-08-24 08:12:31,200.0,62.96977428408611,Yata,Challenger,535.2430814147319,BWSC2025,8.5,-15.86044,133.40483,0-3193295,Wakayama,-0.07831252156361658,61,61
5330,telemetry,2025-08-24 08:13:10,191.0,58.35507567025712,Sophie 8x,Cruiser,496.01814319718557,BWSC2025,8.5,-15.57419,133.21561,0-3191680,VTC,0.017907927679023147,25,25
5331,telemetry,2025-08-24 08:13:50,224.0,20.431891307741846,Sun Sprite,Challenger,183.8870217696766,BWSC2025,9.0,-13.63126,131.55356,0-3111503,SASVA,92.2386874343114,42,42
5332,telemetry,2025-08-24 08:14:44,260.0,82.39261293103444,COVESTRO ÆTHON,Challenger,659.1409034482755,BWSC2025,8.0,-16.92123,133.42258,0-3190546,Sonnenwagen,0.03627335205425303,07,7
5333,telemetry,2025-08-24 08:15:01,206.0,62.97014537283208,Yata,Challenger,535.2462356690727,BWSC2025,8.5,-15.86047,133.40483,0-3193295,Wakayama,0.0757021041781627,61,61
5334,telemetry,2025-08-24 08:15:28,200.0,58.35257635485683,Apollo IX plus,Cruiser,495.99689901628307,BWSC2025,8.5,-15.5741,133.21536,0-3109322,Apollo,0.023901718618526198,95,95
5335,telemetry,2025-08-24 08:15:40,197.0,58.35455396442056,Sophie 8x,Cruiser,496.01370869757477,BWSC2025,8.5,-15.57416,133.21558,0-3191680,VTC,-0.10642799065908548,25,25
5336,telemetry,2025-08-24 08:16:18,245.0,20.86758149499916,Sun Sprite,Challenger,187.80823345499246,BWSC2025,9.0,-13.62624,131.58881,0-3111503,SASVA,95.3808247779532,42,42
5337,telemetry,2025-08-24 08:16:52,245.0,79.03516071428575,Unlimited 6.0,Challenger,632.281285714286,BWSC2025,8.0,-16.68034,133.41258,0-3111135,Western Sydney,-0.04102711464974462,15,15
5338,telemetry,2025-08-24 08:17:07,260.0,82.39255374109261,COVESTRO ÆTHON,Challenger,659.1404299287409,BWSC2025,8.0,-16.92122,133.42256,0-3190546,Sonnenwagen,-0.011920771499920898,07,7
5339,telemetry,2025-08-24 08:17:33,203.0,62.97014537283208,Yata,Challenger,535.2462356690727,BWSC2025,8.5,-15.86047,133.40483,0-3193295,Wakayama,0.0,61,61
5340,telemetry,2025-08-24 08:19:18,233.0,21.097898440340444,Sun Sprite,Challenger,189.88108596306398,BWSC2025,9.0,-13.6235,131.60739,0-3111503,SASVA,41.4570501614304,42,42
5341,telemetry,2025-08-24 08:19:37,275.0,82.39216419239901,COVESTRO ÆTHON,Challenger,659.1373135391921,BWSC2025,8.0,-16.92119,133.42261,0-3190546,Sonnenwagen,-0.0747933491720687,07,7
5342,telemetry,2025-08-24 08:21:17,230.0,21.114455957307896,Sun Sprite,Challenger,190.03010361577108,BWSC2025,9.0,-13.62372,131.60875,0-3111503,SASVA,4.508097056685422,42,42
5343,telemetry,2025-08-24 08:22:28,194.0,62.970140451824044,Yata,Challenger,535.2461938405044,BWSC2025,8.5,-15.86046,133.40486,0-3193295,Wakayama,-0.0005104503253602099,61,61
5344,telemetry,2025-08-24 08:23:44,227.0,21.50889197176477,Sun Sprite,Challenger,193.58002774588292,BWSC2025,9.0,-13.63596,131.63852,0-3111503,SASVA,86.93691747212652,42,42
5345,telemetry,2025-08-24 08:24:57,197.0,62.96983870455559,Yata,Challenger,535.2436289887225,BWSC2025,8.5,-15.86041,133.40494,0-3193295,Wakayama,-0.06196957325184924,61,61
